X,Y,Z
1E-10,-0.000309121,2E-10
-3E-10,0.000138253,-2E-10
4E-10,0.000138254,1E-10
-2E-10,4.39032E-05,-1E-10
0,4.39033E-05,-1E-10
0.000033297,-1.53021E-05,1E-10
-0.000033297,-1.53024E-05,-1E-10
-3.32968E-05,-1.53023E-05,0
3.32967E-05,-1.53026E-05,-1E-10
-3.9662E-06,-2.54566E-05,0
3.9659E-06,-2.54565E-05,-1E-10
3.9664E-06,-2.54564E-05,1E-10
-3.9662E-06,-2.54563E-05,1E-10
7.219E-07,6.3594E-06,0
-0.000000722,6.3594E-06,1E-10
-0.000000722,6.3594E-06,0
7.221E-07,6.3594E-06,0
-2.15338E-05,1.59107E-05,2E-10
2.15338E-05,1.59108E-05,0
2.15336E-05,1.59107E-05,0
-2.15337E-05,1.59107E-05,-1E-10
-1.79688E-05,6.5103E-06,-1E-10
1.79681E-05,6.5106E-06,0
0.000017969,6.5104E-06,0
-1.79681E-05,6.5107E-06,1E-10
0.000001418,-1.3784E-06,0
-0.000001418,-1.3784E-06,0
-0.000001418,-1.3784E-06,0
0.000001418,-1.3784E-06,0
-7.571E-07,0.000000223,0
7.571E-07,0.000000223,0
7.571E-07,2.229E-07,0
-7.571E-07,0.000000223,0
4.048E-07,-1.579E-07,0
-4.048E-07,-0.000000158,0
4.048E-07,-0.000000158,0
-4.048E-07,-1.579E-07,0
