X,Y,Z
-3.83701E-05,0,0
-0.000228522,0,0
-0.000228522,0,0
0.00013671,0,0
0.00013671,0,0
-1.11924E-05,0,0.000375066
-1.11924E-05,0,-0.000375066
-1.11923E-05,0,-0.000375066
-1.11925E-05,0,0.000375066
-0.000110253,0,0.000182853
-0.000110252,0,-0.000182853
-0.000110252,0,-0.000182853
-0.000110253,0,0.000182853
8.61766E-05,0,-0.000203264
8.61765E-05,0,0.000203264
8.61764E-05,0,0.000203264
8.61767E-05,0,-0.000203264
0.000078445,0,9.2761E-06
7.84449E-05,0,-9.2761E-06
7.84449E-05,0,-9.2761E-06
7.84451E-05,0,9.2761E-06
1.93241E-05,0,-0.000181339
0.000019324,0,0.000181339
1.93239E-05,0,0.000181339
0.000019324,0,-0.000181339
-1.03611E-05,0,8.619E-07
-1.03611E-05,0,-8.619E-07
-1.03611E-05,0,-8.619E-07
-1.03611E-05,0,8.619E-07
-7.524E-07,0,1.2949E-06
-7.524E-07,0,-1.2949E-06
-7.524E-07,0,-1.2949E-06
-7.524E-07,0,1.2949E-06
4.0294E-06,0,-4.7423E-06
4.0294E-06,0,4.7423E-06
4.0294E-06,0,-4.7423E-06
4.0294E-06,0,4.7423E-06
