X,Y,Z
1.00E-10,-3.09E-04,2.00E-10
-3.00E-10,1.38E-04,-2.00E-10
4.00E-10,1.38E-04,1.00E-10
-2.00E-10,4.39E-05,-1.00E-10
0.00E+00,4.39E-05,-1.00E-10
3.33E-05,-1.53E-05,1.00E-10
-3.33E-05,-1.53E-05,-1.00E-10
-3.33E-05,-1.53E-05,0.00E+00
3.33E-05,-1.53E-05,-1.00E-10
-3.97E-06,-2.55E-05,0.00E+00
3.97E-06,-2.55E-05,-1.00E-10
3.97E-06,-2.55E-05,1.00E-10
-3.97E-06,-2.55E-05,1.00E-10
7.22E-07,6.36E-06,0.00E+00
-7.22E-07,6.36E-06,1.00E-10
-7.22E-07,6.36E-06,0.00E+00
7.22E-07,6.36E-06,0.00E+00
-2.15E-05,1.59E-05,2.00E-10
2.15E-05,1.59E-05,0.00E+00
2.15E-05,1.59E-05,0.00E+00
-2.15E-05,1.59E-05,-1.00E-10
-1.80E-05,6.51E-06,-1.00E-10
1.80E-05,6.51E-06,0.00E+00
1.80E-05,6.51E-06,0.00E+00
-1.80E-05,6.51E-06,1.00E-10
1.42E-06,-1.38E-06,0.00E+00
-1.42E-06,-1.38E-06,0.00E+00
-1.42E-06,-1.38E-06,0.00E+00
1.42E-06,-1.38E-06,0.00E+00
-7.57E-07,2.23E-07,0.00E+00
7.57E-07,2.23E-07,0.00E+00
7.57E-07,2.23E-07,0.00E+00
-7.57E-07,2.23E-07,0.00E+00
4.05E-07,-1.58E-07,0.00E+00
-4.05E-07,-0.000000158,0.00E+00
4.05E-07,-1.58E-07,0.00E+00
-4.05E-07,-1.58E-07,0.00E+00
