X,Y,Z
0.00E+00,1.00E-10,4.81E-04
0.00E+00,0,2.61E-04
0.00E+00,0,2.61E-04
0.00E+00,-1.00E-10,-4.79E-04
0.00E+00,1.00E-10,-4.79E-04
-1.00E-10,0.00E+00,-7.78E-05
1.00E-10,0.00E+00,-7.78E-05
0.00E+00,0.00E+00,-7.78E-05
0.00E+00,1.00E-10,-7.78E-05
-1.00E-10,0.00E+00,4.51E-05
0.00E+00,0.00E+00,4.51E-05
0.00E+00,1.00E-10,4.51E-05
0.00E+00,1.00E-10,4.51E-05
0.00E+00,0.00E+00,-1.74E-06
0,0.00E+00,-1.74E-06
0.00E+00,0.00E+00,-1.74E-06
0.00E+00,0.00E+00,-1.74E-06
0.00E+00,-1.00E-10,4.00E-05
-1.00E-10,0.00E+00,4.00E-05
0.00E+00,0.00E+00,4.00E-05
0.00E+00,0.00E+00,4.00E-05
0.00E+00,0.00E+00,-3.44E-05
0.00E+00,0.00E+00,-3.44E-05
0.00E+00,0.00E+00,-3.44E-05
0.00E+00,0.00E+00,-3.44E-05
0,0.00E+00,4.74E-06
0,0.00E+00,4.74E-06
0.00E+00,0.00E+00,4.74E-06
0.00E+00,0.00E+00,4.74E-06
0.00E+00,0.00E+00,1.69E-05
0.00E+00,0.00E+00,1.69E-05
0.00E+00,0.00E+00,1.69E-05
0.00E+00,0.00E+00,1.69E-05
0.00E+00,0.00E+00,-3.50E-06
0.00E+00,0,-3.50E-06
0.00E+00,0.00E+00,-3.50E-06
0.00E+00,0.00E+00,-3.50E-06
