X,Y,Z
0.00E+00,0.00E+00,2.00E-10
0.00E+00,-1E-10,-1.20E-09
0.00E+00,1E-10,9.00E-10
0.00E+00,0.00E+00,2.00E-09
1.00E-10,0.00E+00,-1.90E-09
0.00E+00,1.00E-10,-5.87E-05
0.00E+00,1.00E-10,5.87E-05
0.00E+00,-1.00E-10,5.87E-05
0.00E+00,-1.00E-10,-5.87E-05
0.00E+00,0.00E+00,-2.48E-05
0.00E+00,0.00E+00,2.48E-05
0.00E+00,0.00E+00,2.48E-05
0.00E+00,-1.00E-10,-2.48E-05
0.00E+00,0.00E+00,-5.42E-05
0.00E+00,0.00E+00,5.42E-05
0.00E+00,0.00E+00,5.42E-05
0.00E+00,0.00E+00,-5.42E-05
0.00E+00,0.00E+00,-3.03E-05
0.00E+00,0.00E+00,3.03E-05
0.00E+00,0.00E+00,3.03E-05
0.00E+00,0.00E+00,-3.03E-05
0.00E+00,-1.00E-10,6.93E-05
-1.00E-10,-1.00E-10,-6.93E-05
0.00E+00,1.00E-10,-6.93E-05
0.00E+00,1.00E-10,6.93E-05
0.00E+00,0.00E+00,1.11E-05
0.00E+00,0.00E+00,-1.11E-05
0.00E+00,0.00E+00,-1.11E-05
0.00E+00,0.00E+00,1.11E-05
0.00E+00,0.00E+00,-1.11E-05
0.00E+00,0.00E+00,1.11E-05
0.00E+00,0.00E+00,1.11E-05
0.00E+00,0.00E+00,-1.11E-05
0.00E+00,0.00E+00,-4.00E-06
0.00E+00,0,4.00E-06
0.00E+00,0.00E+00,-4.00E-06
0.00E+00,0.00E+00,4.00E-06
