FL,PHOSP,ISC,RISC,IC_2T1-2S0,IC_dxy,IC_dxz,IC_dyz,IC_dz2,dz2-s0,dxz-s0,dyz-s0,dxy-s0,dz2-dxz,dz2-dyz,dz2-dxy,dxz-dyz,dxz-dxy,dyz-dxz,dyz-dxy
2.57E+03,9.90E-01,8.74E+09,2.50E+09,2.00E+08,9.69E+07,4.77E+08,4.15E+07,2.68E+07,2.11E+09,6.37E+08,6.21E+08,2.22E+10,1.37E+15,7.98E+15,2.21E+11,1.25E+11,7.69E+10,1.31E+11,3.85E+10
