FL,PHOSP,ISC,RISC,IC_2T1-2S0,IC_dxy,IC_dxz,IC_dyz,IC_dz2,dz2-s0,dxz-s0,dyz-s0,dxy-s0,dz2-dxz,dz2-dyz,dz2-dxy,dxz-dyz,dxz-dxy,dyz-dxz,dyz-dxy
2.57E+03,9.90E-01,8.74E+09,2.50E+09,5.31E+06,9.37E+07,1.33E+08,7.44E+07,5.84E+07,2.12E+09,6.41E+08,6.24E+08,2.15E+10,1.73E+14,3.14E+14,2.54E+11,1.26E+11,8.27E+10,1.32E+11,4.10E+10
